"org_id","org_acc","org_source","ref_id","ref_acc","ref_source"
"15377","CHEBI:15377","chebi","PANB_ECO24","A7ZHM4","uniprot"
"15377","CHEBI:15377","chebi","GAPN_WHEAT","Q8LK61","uniprot"
"15377","CHEBI:15377","chebi","CP17A_SHEEP","Q29497","uniprot"
"15377","CHEBI:15377","chebi","GATA_STRA3","Q8E3P4","uniprot"
"15377","CHEBI:15377","chebi","HCAR_ARATH","Q8GS60","uniprot"
"15377","CHEBI:15377","chebi","TBA6_NAEPR","Q962P8","uniprot"
"15377","CHEBI:15377","chebi","TRPA_MYCPA","Q740P2","uniprot"
"15377","CHEBI:15377","chebi","TRPA_MYCTA","A5U2W9","uniprot"
"15377","CHEBI:15377","chebi","DDX54_DICDI","Q54CD8","uniprot"
"15377","CHEBI:15377","chebi","HIS3_SYNC1","Q3A2Z2","uniprot"
"15377","CHEBI:15377","chebi","TRPA_THET8","Q5SJC0","uniprot"
"15377","CHEBI:15377","chebi","TRPA_TOLAT","C4LC88","uniprot"
"15377","CHEBI:15377","chebi","HIS3_TRIL1","B3E6L7","uniprot"
"15377","CHEBI:15377","chebi","DDX55_BOVIN","Q2NL08","uniprot"
"15377","CHEBI:15377","chebi","HIS3_ZYMMO","Q9X3W1","uniprot"
"15377","CHEBI:15377","chebi","ARGI1_ORYSI","B8AU84","uniprot"
"15377","CHEBI:15377","chebi","ARGI1_PIG","Q95JC8","uniprot"
"15377","CHEBI:15377","chebi","ARGI2_BOVIN","Q58DL1","uniprot"
"15377","CHEBI:15377","chebi","ACYP_MYCVP","A1T739","uniprot"
"15377","CHEBI:15377","chebi","PHS_BORPA","Q7W4J0","uniprot"
"15377","CHEBI:15377","chebi","MTOX_ECOHS","A7ZZ17","uniprot"
