34	60	benign congenital myopathy	http://purl.obolibrary.org/obo/DOID_9883
41	60	congenital myopathy	http://purl.obolibrary.org/obo/DOID_0080100
52	60	myopathy	http://purl.obolibrary.org/obo/DOID_423
131	137	cancer	http://purl.obolibrary.org/obo/DOID_162
51	57	cancer	http://purl.obolibrary.org/obo/DOID_162
190	212	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
100	122	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
45	67	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
13	20	disease	http://purl.obolibrary.org/obo/DOID_4
58	77	congenital myopathy	http://purl.obolibrary.org/obo/DOID_0080100
69	77	myopathy	http://purl.obolibrary.org/obo/DOID_423
59	79	central core disease	http://purl.obolibrary.org/obo/DOID_3529
72	79	disease	http://purl.obolibrary.org/obo/DOID_4
59	78	atrial fibrillation	http://purl.obolibrary.org/obo/DOID_0060224
40	63	intellectual disability	http://purl.obolibrary.org/obo/DOID_1059
50	73	intellectual disability	http://purl.obolibrary.org/obo/DOID_1059
101	154	catecholaminergic polymorphic ventricular tachycardia	http://purl.obolibrary.org/obo/DOID_0060674
194	200	cancer	http://purl.obolibrary.org/obo/DOID_162
75	97	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
102	122	central core disease	http://purl.obolibrary.org/obo/DOID_3529
115	122	disease	http://purl.obolibrary.org/obo/DOID_4
158	180	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
190	210	central core disease	http://purl.obolibrary.org/obo/DOID_3529
203	210	disease	http://purl.obolibrary.org/obo/DOID_4
67	74	disease	http://purl.obolibrary.org/obo/DOID_4
87	109	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
148	170	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
96	118	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
67	73	cancer	http://purl.obolibrary.org/obo/DOID_162
191	197	cancer	http://purl.obolibrary.org/obo/DOID_162
95	101	cancer	http://purl.obolibrary.org/obo/DOID_162
227	233	cancer	http://purl.obolibrary.org/obo/DOID_162
166	172	cancer	http://purl.obolibrary.org/obo/DOID_162
35	57	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
62	82	central core disease	http://purl.obolibrary.org/obo/DOID_3529
75	82	disease	http://purl.obolibrary.org/obo/DOID_4
181	203	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
213	233	central core disease	http://purl.obolibrary.org/obo/DOID_3529
226	233	disease	http://purl.obolibrary.org/obo/DOID_4
64	71	disease	http://purl.obolibrary.org/obo/DOID_4
